import time: self [us] | cumulative | imported package
import time:      7152 |      12154 |         msgspec.inspect
import time:      4787 |       4787 |           msgspec._json_schema
import time:      5406 |      10193 |         msgspec.json
import time:      4929 |       4929 |         msgspec.msgpack
import time:      4808 |       4808 |         msgspec.structs
import time:      4628 |       4628 |         msgspec.toml
import time:      5198 |       5198 |         msgspec.yaml
import time:      4523 |       4523 |         msgspec._version
import time:     17417 |      82762 |       msgspec
import time:     10507 |      10507 |         tenacity._utils
import time:      8602 |       8602 |         tenacity.retry
import time:      6783 |       6783 |         tenacity.nap
import time:      7408 |       7408 |         tenacity.stop
import time:      7056 |       7056 |         tenacity.wait
import time:      6505 |       6505 |         tenacity.before
import time:      6691 |       6691 |         tenacity.after
import time:      7737 |       7737 |         tenacity.before_sleep
import time:      1188 |       1188 |         tornado
import time:     11538 |      11538 |           tenacity.asyncio.retry
import time:     11940 |      23477 |         tenacity.asyncio
import time:     22184 |     108132 |       tenacity
import time:     14673 |      14673 |       uuid6
import time:     41699 |      41699 |           airflow.sdk._shared.module_loading.dag_file
import time:     20568 |      20568 |           airflow.sdk._shared.module_loading.file_discovery
import time:     32771 |      95037 |         airflow.sdk._shared.module_loading
import time:     15813 |      15813 |               airflow.sdk.bases
import time:     18347 |      18347 |                   airflow.sdk._shared.secrets_backend.base
import time:     23974 |      42320 |                 airflow.sdk._shared.secrets_backend
import time:       939 |      43259 |               airflow.sdk._shared.secrets_backend.base
import time:     19250 |      78322 |             airflow.sdk.bases.secrets_backend
import time:     25336 |     103658 |           airflow.sdk.execution_time.secrets.execution_api
import time:     26543 |     130200 |         airflow.sdk.execution_time.secrets
import time:      9587 |     234823 |       airflow.sdk.configuration
import time:     30156 |      30156 |           airflow.sdk._shared.providers_discovery.providers_discovery
import time:     21575 |      51730 |         airflow.sdk._shared.providers_discovery
import time:     12673 |      12673 |             airflow.sdk.definitions
import time:     29598 |      42270 |           airflow.sdk.definitions._internal
import time:     29347 |      71617 |         airflow.sdk.definitions._internal.logging_mixin
import time:      9867 |     133213 |       airflow.sdk.providers_manager_runtime
import time:     62748 |      62748 |       airflow.sdk.execution_time.comms
[2026-08-04T20:57:55.843321Z] {/mnt/d/market-intelligence/.venv/lib/python3.12/site-packages/airflow/sdk/api/client.py:1127} WARNING - The web_server_ssl_cert option in [webserver] has been moved to the ssl_cert option in [api] - the old setting has been used, but please update your config. category=DeprecationWarning
import time:    541331 |    1177679 |     airflow.sdk.api.client
import time:     19106 |      19106 |           airflow.sdk._shared.timezones
import time:     29245 |      48351 |         airflow.sdk._shared.timezones.timezone
import time:     13807 |      62157 |       airflow.sdk.timezone
import time:     17100 |      17100 |         airflow.sdk.definitions._internal.mixins
import time:     22318 |      22318 |             airflow.sdk._shared.dagnode
import time:     22840 |      45158 |           airflow.sdk._shared.dagnode.node
import time:     16113 |      61270 |         airflow.sdk.definitions._internal.node
import time:     12749 |      12749 |         airflow.sdk.definitions._internal.setup_teardown
import time:      8786 |       8786 |             jinja2.bccache
import time:     11134 |      11134 |                 markupsafe._speedups
import time:      9302 |      20435 |               markupsafe
import time:     13769 |      13769 |                 jinja2.utils
import time:      9790 |      23559 |               jinja2.nodes
import time:      5787 |       5787 |                 jinja2.exceptions
import time:      5654 |       5654 |                   jinja2.visitor
import time:      7515 |      13169 |                 jinja2.idtracking
import time:      8784 |       8784 |                 jinja2.optimizer
import time:      9985 |      37724 |               jinja2.compiler
import time:      6061 |       6061 |                   jinja2.async_utils
import time:      6873 |       6873 |                   jinja2.runtime
import time:     16662 |      29595 |                 jinja2.filters
import time:      5181 |       5181 |                 jinja2.tests
import time:      6762 |      41538 |               jinja2.defaults
import time:     13197 |      13197 |                 jinja2._identifier
import time:      7396 |      20593 |               jinja2.lexer
import time:     10126 |      10126 |               jinja2.parser
import time:     13662 |     167634 |             jinja2.environment
import time:     11300 |      11300 |             jinja2.loaders
import time:     13986 |     201704 |           jinja2
import time:      9752 |       9752 |           jinja2.nativetypes
import time:     11245 |      11245 |           jinja2.sandbox
import time:       569 |        569 |                     concurrent.futures.thread
import time:     10999 |      11567 |                   fsspec.caching
import time:      5501 |       5501 |                   fsspec.callbacks
import time:      8358 |       8358 |                     fsspec.utils
import time:     57552 |      57552 |                       fsspec.config
import time:     26334 |      26334 |                       fsspec.dircache
import time:     18790 |      18790 |                       fsspec.transaction
import time:     12758 |     115432 |                     fsspec.spec
import time:      3892 |       3892 |                     isal
import time:      2061 |       2061 |                     gzip
import time:      1635 |       1635 |                     lzmaffi
import time:      1309 |       1309 |                     snappy
import time:      1560 |       1560 |                       lz4
import time:      2845 |       4405 |                     lz4.frame
import time:      1857 |       1857 |                     backports
import time:      1563 |       1563 |                     zstandard
import time:     16896 |     157404 |                   fsspec.compression
import time:     10974 |      10974 |                     fsspec.registry
import time:     12250 |      23223 |                   fsspec.core
import time:     11958 |      11958 |                   fsspec.exceptions
import time:     11785 |      11785 |                   fsspec.mapping
import time:      8345 |       8345 |                   fsspec._version
import time:    376909 |     606689 |                 fsspec
import time:     20760 |     627449 |               fsspec.implementations
import time:     17042 |     644490 |             fsspec.implementations.local
import time:     15707 |     660197 |           airflow.sdk.io.fs
import time:     11916 |      11916 |               upath._version
import time:     17723 |      29639 |             upath
import time:     13804 |      13804 |                   upath._flavour_sources
import time:      7633 |       7633 |                   upath._protocol
import time:      8328 |       8328 |                           pathlib_abc._fnmatch
import time:     13002 |      21329 |                         pathlib_abc._glob
import time:      2561 |       2561 |                           _winapi
import time:      9719 |      12279 |                         pathlib_abc._os
import time:     15615 |      49223 |                       pathlib_abc
import time:     19368 |      68590 |                     upath.types._abc
import time:     25596 |      94185 |                   upath.types
import time:     14751 |     130372 |                 upath._flavour
import time:    272793 |     272793 |                 upath.registry
import time:     14058 |     417223 |               upath._chain
import time:     25454 |      25454 |               upath._info
import time:     17399 |      17399 |               upath._stat
import time:     16930 |     477004 |             upath.core
import time:     18272 |      18272 |             upath.extensions
import time:     16507 |      16507 |             airflow.sdk.io.stat
import time:     20621 |      20621 |             airflow.sdk.io.store
import time:     43794 |     605834 |           airflow.sdk.io.path
import time:     15969 |      15969 |           airflow.sdk.io.typedef
import time:     16899 |      16899 |           airflow.sdk.definitions.context
import time:     47691 |    1569287 |         airflow.sdk.definitions._internal.templater
import time:     24310 |    1684715 |       airflow.sdk.definitions._internal.abstractoperator
import time:     15575 |      15575 |             libcst._metadata_dependent
import time:      8330 |       8330 |                 libcst._types
import time:     10139 |      18469 |               libcst._flatten_sentinel
import time:      7765 |       7765 |               libcst._maybe_sentinel
import time:     14862 |      14862 |               libcst._removal_sentinel
import time:     15497 |      15497 |               libcst._typed_visitor_base
import time:     26792 |      83383 |             libcst._typed_visitor
import time:     10990 |      10990 |             libcst._visitors
import time:     17086 |     127033 |           libcst._batched_visitor
import time:     12671 |      12671 |             libcst._tabs
import time:     14886 |      27557 |           libcst._exceptions
import time:     19249 |      19249 |             libcst._nodes
import time:      8884 |       8884 |               libcst._add_slots
import time:     14083 |      22966 |             libcst._nodes.internal
import time:      8987 |       8987 |             libcst._type_enforce
import time:     29203 |      80403 |           libcst._nodes.base
import time:     16508 |      16508 |               libcst._nodes.whitespace
import time:     35252 |      51760 |             libcst._nodes.op
import time:     58898 |     110657 |           libcst._nodes.expression
import time:     54812 |      54812 |             libcst._nodes.statement
import time:     25167 |      79979 |           libcst._nodes.module
import time:     22327 |      22327 |             libcst._parser
import time:     17336 |      17336 |                   libcst._parser.parso
import time:     33010 |      50345 |                 libcst._parser.parso.python
import time:      1728 |       1728 |                 libcst_native
import time:     17022 |      17022 |                 libcst._parser.parso.python.py_token
import time:     40081 |     109174 |               libcst._parser.parso.python.token
import time:     15356 |      15356 |               libcst._parser.parso.utils
import time:     34772 |      34772 |                 libcst._parser.types
import time:      1647 |       1647 |                 libcst_native
import time:     21001 |      21001 |                 libcst._parser.types.py_config
import time:     42239 |      99658 |               libcst._parser.types.config
import time:      1491 |       1491 |                 libcst_native
import time:     11218 |      11218 |                     libcst_native
import time:     26848 |      26848 |                     libcst._parser.types.py_whitespace_state
import time:     17796 |      55860 |                   libcst._parser.types.whitespace_state
import time:     17757 |      73617 |                 libcst._parser.types.py_token
import time:     16731 |      91837 |               libcst._parser.types.token
import time:     24075 |      24075 |                 libcst._parser.parso.python.tokenize
import time:     14874 |      38949 |               libcst._parser.wrapped_tokenize
import time:     16908 |     371879 |             libcst._parser.detect_config
import time:     18881 |     413086 |           libcst._parser.entrypoints
import time:      9578 |       9578 |           libcst._version
import time:     18256 |      18256 |               libcst.helpers.common
import time:     27599 |      45855 |             libcst.helpers._template
import time:     18925 |      18925 |             libcst.helpers.expression
import time:     14579 |      14579 |             libcst.helpers.module
import time:     20275 |      20275 |               libcst._nodes.deep_equals
import time:     16765 |      37039 |             libcst.helpers.node_fields
import time:     32137 |     148533 |           libcst.helpers
import time:     13717 |      13717 |               libcst._position
import time:     10638 |      10638 |                 libcst.metadata.base_provider
import time:     17952 |      28590 |               libcst.metadata.accessor_provider
import time:     11055 |      11055 |               libcst.metadata.expression_context_provider
import time:     11609 |      11609 |               libcst.metadata.file_path_provider
import time:     13283 |      13283 |                 libcst.metadata.wrapper
import time:     13785 |      27067 |               libcst.metadata.full_repo_manager
import time:     21477 |      21477 |                 libcst.metadata.scope_provider
import time:     22503 |      43980 |               libcst.metadata.name_provider
import time:     14684 |      14684 |               libcst.metadata.parent_node_provider
import time:     16808 |      16808 |               libcst.metadata.position_provider
import time:     15900 |      15900 |               libcst.metadata.reentrant_codegen
import time:     16073 |      16073 |               libcst.metadata.span_provider
import time:     14089 |      14089 |               libcst.metadata.type_inference_provider
import time:     30242 |     243807 |             libcst.metadata
import time:       904 |     244711 |           libcst.metadata.base_provider
import time:     28504 |    1270036 |         libcst
import time:     22321 |    1292357 |       airflow.sdk.definitions._internal.decorators
import time:     22954 |      22954 |       airflow.sdk.definitions._internal.types
import time:     17523 |      17523 |       airflow.sdk.definitions.edges
import time:     17599 |      17599 |         airflow.sdk.bases.xcom
import time:     24982 |      24982 |         airflow.sdk.definitions._internal.expandinput
import time:     28760 |      71339 |       airflow.sdk.definitions.mappedoperator
import time:     17393 |      17393 |       airflow.sdk.definitions.param
import time:     32381 |    3200816 |     airflow.sdk.bases.operator
import time:     20265 |      20265 |     airflow.sdk.definitions._internal.dag_parsing_context
import time:     31040 |      31040 |       airflow.sdk.definitions.asset.access_control
import time:     59622 |      90661 |     airflow.sdk.definitions.asset
import time:     15883 |      15883 |     airflow.sdk.execution_time.callback_runner
import time:     34532 |      34532 |       airflow.sdk._shared.state
import time:     18324 |      18324 |           airflow.sdk.execution_time.lazy_sequence
import time:     14009 |      14009 |             sqlalchemy.ext.associationproxy
import time:     10907 |      10907 |               airflow.utils.db_manager
import time:     21516 |      32423 |             airflow.utils.db
import time:     11517 |      11517 |             airflow.utils.json
[2026-08-04T20:57:59.409621Z] {/mnt/d/market-intelligence/.venv/lib/python3.12/site-packages/airflow/sdk/_shared/module_loading/__init__.py:93} WARNING - Importing BaseXCom from 'airflow.models.xcom' is deprecated and will be removed in a future version. Please import from 'airflow.sdk.bases.xcom' instead. category=DeprecatedImportWarning
import time:     36009 |      93957 |           airflow.sdk.execution_time.xcom
import time:     32519 |      32519 |           airflow.sdk.bases.timetable
import time:     11379 |      11379 |             airflow.sdk.definitions.callback
import time:     17677 |      17677 |             airflow.sdk.definitions.variable
import time:     19338 |      48393 |           airflow.sdk.definitions.deadline
import time:     24421 |      24421 |             airflow.sdk.definitions.timetables
import time:     23980 |      23980 |               airflow.sdk.definitions.partition_mappers
import time:     19991 |      19991 |                 airflow.sdk.definitions.partition_mappers.wait_policy
import time:     21901 |      41892 |               airflow.sdk.definitions.partition_mappers.base
import time:     31537 |      97407 |             airflow.sdk.definitions.partition_mappers.identity
import time:     38141 |     159969 |           airflow.sdk.definitions.timetables.assets
import time:     19076 |      19076 |           airflow.sdk.definitions.timetables.simple
import time:    126209 |     498442 |         airflow.sdk.definitions.dag
import time:     22896 |      22896 |         airflow.sdk.definitions.taskgroup
import time:     23894 |     545231 |       airflow.sdk.definitions._internal.contextmanager
import time:     24230 |     603992 |     airflow.sdk.execution_time.context
import time:     33731 |      33731 |       airflow.sdk.execution_time.sentry.noop
import time:     30567 |      64297 |     airflow.sdk.execution_time.sentry
import time:     29623 |      29623 |         airflow.sdk._shared.listeners
import time:     40273 |      69895 |       airflow.sdk._shared.listeners.listener
import time:     29112 |      29112 |       airflow.sdk._shared.listeners.spec
import time:     30888 |      30888 |       airflow.sdk._shared.listeners.spec.lifecycle
import time:     34747 |      34747 |       airflow.sdk._shared.listeners.spec.taskinstance
import time:     34887 |      34887 |           airflow.sdk._shared.plugins_manager.plugins_manager
import time:     31106 |      65993 |         airflow.sdk._shared.plugins_manager
import time:     19581 |      85573 |       airflow.sdk.plugins_manager
import time:     19603 |     269816 |     airflow.sdk.listener
import time:     23418 |      23418 |       airflow.sdk.observability
import time:     37133 |      60551 |     airflow.sdk.observability.metrics
import time:     30782 |      30782 |     airflow.sdk.observability.metrics.stats_utils
import time:     26407 |      26407 |       airflow.sdk._shared.serialization
import time:     22640 |      22640 |       airflow.sdk.serde.typing
import time:     12493 |      12493 |       airflow.sdk.module_loading
import time:     11015 |      11015 |       airflow.sdk.serde.serializers.timezone
import time:    258778 |     331330 |     airflow.sdk.serde
import time:     14829 |      14829 |     airflow.sdk.state
import time:     24334 |      24334 |       pydantic._internal._dataclasses
import time:      8148 |      32481 |     pydantic.dataclasses
import time:     20591 |      20591 |     pydantic._internal._serializers
import time:     62112 |    6778852 |   airflow.sdk.execution_time.task_runner
[2026-08-04T20:58:00.634494Z] {/mnt/d/market-intelligence/.venv/lib/python3.12/site-packages/airflow/configuration.py:446} WARNING - The secret_key option in [webserver] has been moved to the secret_key option in [api] - the old setting has been used, but please update your config. category=DeprecationWarning
import time:    583524 |   22611720 | airflow
import time:     24249 |      24249 |   airflow.providers.standard.operators
import time:     10029 |      10029 |         packaging.specifiers
import time:     10099 |      20128 |       packaging._tokenizer
import time:      8169 |      28296 |     packaging._parser
import time:      8154 |       8154 |     packaging.markers
import time:      8202 |      44650 |   packaging.requirements
import time:     13161 |      13161 |   airflow.models.variable
import time:     12774 |      12774 |     airflow.providers.common.compat.version_compat
import time:     15334 |      15334 |     airflow.providers.common.compat._compat_utils
import time:     12981 |      41089 |   airflow.providers.common.compat.sdk
import time:      9235 |       9235 |     airflow.sdk.bases.skipmixin
import time:     11153 |      20387 |   airflow.sdk.bases.branch
import time:     14920 |      14920 |   airflow.sdk.bases.decorator
import time:     20567 |      20567 |     airflow.providers.common.compat.standard
import time:     20991 |      41558 |   airflow.providers.common.compat.standard.operators
import time:     15453 |      15453 |     airflow.providers.standard.hooks
import time:     34653 |      50106 |   airflow.providers.standard.hooks.package_index
import time:     33870 |      33870 |     airflow.providers.standard.utils
import time:     38557 |      72427 |   airflow.providers.standard.utils.python_virtualenv
import time:     13716 |      13716 |   airflow.providers.standard.version_compat
import time:     10404 |      10404 |   airflow.utils.hashlib_wrapper
import time:     11302 |      11302 |   airflow.utils.file
import time:     33635 |     391597 | airflow.providers.standard.operators.python
import time:      6255 |       6255 |     src
import time:     35406 |      41660 |   src.ingestion
import time:     18053 |      18053 |       numpy.version
import time:     12378 |      12378 |       numpy._expired_attrs_2_0
import time:     12206 |      12206 |           numpy._utils._convertions
import time:     16503 |      28708 |         numpy._utils
import time:     19261 |      47969 |       numpy._globals
import time:      1087 |       1087 |         numpy._distributor_init_local
import time:      7667 |       8754 |       numpy._distributor_init
import time:      4410 |       4410 |                 numpy.exceptions
import time:     10211 |      10211 |                 numpy._core._exceptions
import time:      3743 |       3743 |                 numpy._core.printoptions
import time:      3872 |       3872 |                 numpy.dtypes
import time:    110638 |     132872 |               numpy._core._multiarray_umath
import time:     13191 |      13191 |                 numpy._utils._inspect
import time:      6805 |      19995 |               numpy._core.overrides
import time:     22526 |     175392 |             numpy._core.multiarray
import time:      7326 |       7326 |             numpy._core.umath
import time:     11391 |      11391 |               numpy._core._dtype
import time:      8440 |       8440 |               numpy._core._string_helpers
import time:      7891 |       7891 |               numpy._core._type_aliases
import time:     13421 |      41141 |             numpy._core.numerictypes
import time:      9107 |       9107 |                     numpy._core._methods
import time:     10770 |      19877 |                   numpy._core.fromnumeric
import time:      9013 |      28889 |                 numpy._core.shape_base
import time:      7151 |       7151 |                 numpy._core._ufunc_config
import time:     11328 |      11328 |                 numpy._core._asarray
import time:     11741 |      11741 |                 numpy._core.arrayprint
import time:     17678 |      76785 |               numpy._core.numeric
import time:      9971 |      86756 |             numpy._core.einsumfunc
import time:     10551 |      10551 |             numpy._core.function_base
import time:      9867 |       9867 |             numpy._core.getlimits
import time:      5780 |       5780 |             numpy._core.memmap
import time:      8799 |       8799 |             numpy._core.records
import time:     12438 |      12438 |             numpy._core._add_newdocs
import time:      6780 |       6780 |             numpy._core._add_newdocs_scalars
import time:     28982 |      28982 |             numpy._core._dtype_ctypes
import time:      7131 |       7131 |             numpy._core._internal
import time:      6055 |       6055 |             numpy._pytesttester
import time:     40791 |     447783 |           numpy._core
import time:       557 |     448340 |         numpy._core._multiarray_umath
import time:     10004 |     458343 |       numpy.__config__
import time:      8551 |       8551 |                         numpy._typing._nbit_base
import time:      9621 |       9621 |                         numpy._typing._nested_sequence
import time:      8684 |       8684 |                         numpy._typing._shape
import time:     19482 |      46336 |                       numpy._typing._array_like
import time:     13308 |      13308 |                       numpy._typing._char_codes
import time:     15483 |      15483 |                       numpy._typing._dtype_like
import time:     10279 |      10279 |                       numpy._typing._nbit
import time:      9419 |       9419 |                       numpy._typing._scalars
import time:      8403 |       8403 |                       numpy._typing._ufunc
import time:     16909 |     120134 |                     numpy._typing
import time:     10378 |      10378 |                       numpy.lib._stride_tricks_impl
import time:     11699 |      22077 |                     numpy.lib._twodim_base_impl
import time:      8313 |       8313 |                       numpy.lib._array_utils_impl
import time:      9968 |      18281 |                     numpy.lib.array_utils
import time:      8417 |       8417 |                     numpy.linalg._umath_linalg
import time:     22361 |     191266 |                   numpy.linalg._linalg
import time:     12923 |     204189 |                 numpy.linalg
import time:     15559 |     219747 |               numpy.matrixlib.defmatrix
import time:     14042 |     233788 |             numpy.matrixlib
import time:      9982 |       9982 |               numpy.lib._histograms_impl
import time:     14161 |      24142 |             numpy.lib._function_base_impl
import time:     11191 |     269121 |           numpy.lib._index_tricks_impl
import time:     13597 |     282718 |         numpy.lib._arraypad_impl
import time:      9598 |       9598 |         numpy.lib._arraysetops_impl
import time:     14688 |      14688 |         numpy.lib._arrayterator_impl
import time:     10351 |      10351 |         numpy.lib._nanfunctions_impl
import time:     10119 |      10119 |               numpy.lib._utils_impl
import time:     30899 |      41017 |             numpy.lib._format_impl
import time:     11387 |      52404 |           numpy.lib.format
import time:     14149 |      14149 |           numpy.lib._datasource
import time:     11186 |      11186 |           numpy.lib._iotools
import time:     14373 |      92110 |         numpy.lib._npyio_impl
import time:      9357 |       9357 |             numpy.lib._ufunclike_impl
import time:      9589 |      18945 |           numpy.lib._type_check_impl
import time:     12494 |      31439 |         numpy.lib._polynomial_impl
import time:     15285 |      15285 |         numpy.lib._shape_base_impl
import time:      9735 |       9735 |         numpy.lib._version
import time:      9101 |       9101 |         numpy.lib.introspect
import time:      8729 |       8729 |         numpy.lib.mixins
import time:      9071 |       9071 |         numpy.lib.npyio
import time:     11666 |      11666 |           numpy.lib._scimath_impl
import time:     10127 |      21793 |         numpy.lib.scimath
import time:      9994 |       9994 |         numpy.lib.stride_tricks
import time:     22148 |     546753 |       numpy.lib
import time:      5021 |       5021 |       numpy._array_api_info
import time:     21946 |    1119213 |     numpy
import time:     16071 |      16071 |       pandas.compat._constants
import time:     16177 |      16177 |           pandas.util
import time:     24307 |      40483 |         pandas.util.version
import time:     21487 |      61969 |       pandas.compat.numpy
import time:      7516 |       7516 |           pyarrow._generated_version
import time:      1790 |       1790 |             cloudpickle
import time:        85 |         85 |               gc
import time:      8639 |       8723 |             pyarrow.util
import time:    261111 |     271623 |           pyarrow.lib
import time:      5462 |       5462 |           pyarrow.ipc
import time:      5770 |       5770 |           pyarrow.types
import time:     13593 |     303962 |         pyarrow
import time:      7186 |     311147 |       pandas.compat.pyarrow
import time:     23605 |     412790 |     pandas.compat
import time:      8735 |       8735 |             numpy._typing._add_docstring
import time:     13186 |      21921 |           numpy.typing
import time:      9135 |       9135 |                 numpy.random._common
import time:      9197 |      18332 |               numpy.random.bit_generator
import time:     13526 |      31857 |             numpy.random._bounded_integers
import time:      3358 |       3358 |                 numpy.random._pcg64
import time:      8998 |      12355 |               numpy.random._generator
import time:      2990 |       2990 |               numpy.random._mt19937
import time:      2764 |       2764 |               numpy.random._philox
import time:      2493 |       2493 |               numpy.random._sfc64
import time:     15237 |      15237 |               numpy.random.mtrand
import time:      9044 |      44880 |             numpy.random._pickle
import time:     12923 |      89660 |           numpy.random
import time:     13488 |     125068 |         pandas._typing
import time:      7344 |       7344 |         pandas.util._exceptions
import time:     22018 |     154429 |       pandas._config.config
import time:      7678 |       7678 |       pandas._config.dates
import time:      7512 |       7512 |       pandas._config.display
import time:     15704 |     185321 |     pandas._config
import time:      9421 |       9421 |       pandas.core
import time:      8375 |       8375 |             pandas._libs.pandas_parser
import time:      6768 |       6768 |             pandas._libs.pandas_datetime
import time:      3620 |       3620 |                           pandas._libs._cyutility
import time:      3902 |       7522 |                         pandas._libs.tslibs.ccalendar
import time:      3401 |       3401 |                         pandas._libs.tslibs.np_datetime
import time:     10204 |      21125 |                       pandas._libs.tslibs.dtypes
import time:      2809 |       2809 |                         pandas._libs.tslibs.base
import time:      3959 |       3959 |                             pandas._libs.tslibs.nattype
import time:       651 |        651 |                                 zoneinfo._zoneinfo
import time:      4885 |       4885 |                                 pandas.compat._optional
import time:      8798 |       8798 |                                 pytz.exceptions
import time:     16923 |      16923 |                                 pytz.lazy
import time:     11189 |      11189 |                                 pytz.tzinfo
import time:      5655 |       5655 |                                 pytz.tzfile
import time:     38157 |      86255 |                               pandas._libs.tslibs.timezones
import time:      5434 |       5434 |                                 pandas._libs.properties
import time:     11838 |      17272 |                               pandas.util._decorators
import time:      5330 |       5330 |                                 _strptime
import time:      9899 |       9899 |                                 pandas._config.localization
import time:      9001 |      24230 |                               pandas._libs.tslibs.fields
import time:     10898 |     138652 |                             pandas._libs.tslibs.timedeltas
import time:      7119 |       7119 |                             pandas._libs.tslibs.tzconversion
import time:     10282 |     160011 |                           pandas._libs.tslibs.timestamps
import time:      9148 |       9148 |                           dateutil.easter
import time:     11810 |     180968 |                         pandas._libs.tslibs.offsets
import time:      6555 |       6555 |                           pandas._libs.tslibs.strptime
import time:      8684 |      15239 |                         pandas._libs.tslibs.parsing
import time:      7365 |     206380 |                       pandas._libs.tslibs.conversion
import time:      6876 |       6876 |                       pandas._libs.tslibs.period
import time:      4631 |       4631 |                       pandas._libs.tslibs.vectorized
import time:      9586 |     248597 |                     pandas._libs.tslibs
import time:      1007 |     249603 |                   pandas._libs.tslibs.nattype
import time:      4823 |       4823 |                   pandas._libs.ops_dispatch
import time:      5623 |     260049 |                 pandas._libs.missing
import time:      9676 |     269724 |               pandas._libs.hashtable
import time:      9543 |       9543 |               pandas._libs.algos
import time:      7506 |     286772 |             pandas._libs.interval
import time:     18075 |     319988 |           pandas._libs
import time:       872 |     320860 |         pandas._libs.tslibs
import time:     20166 |     341026 |       pandas.errors
import time:     14724 |     365170 |     pandas.core.config_init
import time:     16398 |      16398 |         pandas.core.dtypes
import time:      6968 |       6968 |         pandas._libs.lib
import time:      8419 |       8419 |           pandas.core.dtypes.generic
import time:     15556 |      23974 |         pandas.core.dtypes.base
import time:      6169 |       6169 |         pandas.core.dtypes.inference
import time:     16905 |      70413 |       pandas.core.dtypes.dtypes
import time:      7176 |       7176 |         pandas.core.dtypes.common
import time:     13103 |      20278 |       pandas.core.dtypes.missing
import time:     14594 |      14594 |             pandas.io
import time:     13263 |      27857 |           pandas.io._util
import time:      9369 |      37225 |         pandas.core.dtypes.cast
import time:     13031 |      13031 |           pandas.core.dtypes.astype
import time:     14358 |      27388 |         pandas.core.dtypes.concat
import time:     14469 |      14469 |           pandas.core.array_algos
import time:     21095 |      21095 |               numpy.ma.core
import time:      9080 |       9080 |               numpy.ma.extras
import time:     13165 |      43339 |             numpy.ma
import time:      7931 |       7931 |               pandas.core.col
import time:      7819 |      15750 |             pandas.core.common
import time:     11846 |      70934 |           pandas.core.construction
import time:     19846 |     105248 |         pandas.core.array_algos.take
import time:     12161 |      12161 |           pandas.core.indexers.utils
import time:     15231 |      27391 |         pandas.core.indexers
import time:      9358 |     206608 |       pandas.core.algorithms
import time:    116214 |     116214 |               pyarrow._compute
import time:      6458 |       6458 |               pyarrow._compute_docstrings
import time:      9830 |       9830 |               pyarrow.vendored
import time:      3105 |       3105 |                 pydoc
import time:     14237 |      17341 |               pyarrow.vendored.docscrape
import time:     29624 |     179465 |             pyarrow.compute
import time:     35485 |     214950 |           pandas.core.arrays.arrow.accessors
import time:      7303 |       7303 |             pandas.core.missing
import time:      3766 |       3766 |                 pandas._libs.ops
import time:      7038 |       7038 |                 pandas.core.roperator
import time:     11524 |      11524 |                 pandas.core.computation
import time:     16415 |      16415 |                   pandas.core.computation.check
import time:     14909 |      31323 |                 pandas.core.computation.expressions
import time:     13563 |      13563 |                 pandas.core.ops.missing
import time:     14217 |      14217 |                 pandas.core.ops.dispatch
import time:     10384 |      10384 |                 pandas.core.ops.invalid
import time:     23866 |     115678 |               pandas.core.ops.array_ops
import time:     11160 |      11160 |               pandas.core.ops.common
import time:     10335 |      10335 |               pandas.core.ops.docstrings
import time:     11200 |      11200 |               pandas.core.ops.mask_ops
import time:     16376 |     164748 |             pandas.core.ops
import time:      8245 |       8245 |             pandas.core.arraylike
import time:     11203 |      11203 |             pandas.core.arrays._arrow_string_mixins
import time:     12468 |      12468 |             pandas.core.arrays._utils
import time:      8202 |       8202 |                 pandas.util._validators
import time:     19056 |      27258 |               pandas.compat.numpy.function
import time:     10380 |      10380 |               pandas.core.array_algos.quantile
import time:      7630 |       7630 |               pandas.core.sorting
import time:     17021 |      62287 |             pandas.core.arrays.base
import time:      7767 |       7767 |               pandas.core.nanops
import time:     11215 |      11215 |               pandas.core.array_algos.masked_accumulations
import time:     11554 |      11554 |               pandas.core.array_algos.masked_reductions
import time:      6617 |       6617 |               pandas.core.array_algos.transforms
import time:     12164 |      12164 |                 pandas.core.util
import time:      2837 |       2837 |                 pandas._libs.hashing
import time:     12520 |      27521 |               pandas.core.util.hashing
import time:     16772 |      81442 |             pandas.core.arrays.masked
import time:      4199 |       4199 |               pandas._libs.arrays
import time:     19626 |      19626 |                 pandas.core.arrays.numeric
import time:     12909 |      32534 |               pandas.core.arrays.floating
import time:      8710 |       8710 |               pandas.core.arrays.integer
import time:      8028 |       8028 |                 pandas.core.arrays._mixins
import time:      8459 |       8459 |                   pandas.core.strings
import time:     11075 |      19533 |                 pandas.core.strings.object_array
import time:      8969 |      36529 |               pandas.core.arrays.numpy_
import time:      9263 |       9263 |               pandas.io.formats
import time:      6686 |       6686 |                 pandas.io.formats.console
import time:     10718 |      17404 |               pandas.io.formats.printing
import time:     18023 |     126658 |             pandas.core.arrays.string_
import time:     16405 |      16405 |               pandas.tseries
import time:      8902 |      25307 |             pandas.tseries.frequencies
import time:     29208 |     528864 |           pandas.core.arrays.arrow.array
import time:     26449 |     770262 |         pandas.core.arrays.arrow
import time:      5908 |       5908 |         pandas.core.arrays.boolean
import time:     13461 |      13461 |           pandas.core.accessor
import time:     10240 |      10240 |           pandas.core.base
import time:     20356 |      44057 |         pandas.core.arrays.categorical
import time:      7733 |       7733 |           pandas._libs.tslib
